user,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
520,128968,33669,49013,44399,117851,88746,3453,31433,117109,82852
296,1624,795,81784,52730,113378,139717,103819,67295,95449,3169
277,7650,2282,26258,8008,5074,100810,125916,155509,33158,80693
535,6183,8959,73319,8796,7059,69436,8620,46347,112897,87867
304,3677,180095,4845,2303,183897,606,612,4241,165549,1034
93,57951,26471,3223,160271,112497,92264,1684,3990,64,1624
344,2184,63,5735,2851,5080,3270,7117,42730,90888,7311
49,165101,6298,1460,326,3189,1648,1551,3327,2500,43708
594,388,5214,33145,322,82242,3130,5446,6093,60760,4210
415,2265,74530,1855,1731,104218,2390,112911,130490,94015,5527
